
Generated at: 2022/03/05 19:08:00
mirDIP version: 5.0.2.3.
Database version: 5.0.2.2



Gene Symbol     - 
Micro RNA       - hsa-miR-126-5p,hsa-miR-126-3p,hsa-miR-138,hsa-miR-146b-5p,hsa-miR-205-5p,hsa-miR-205-3p,hsa-miR-30a-5p,hsa-miR-30a-3p,hsa-miR-30d-5p,hsa-miR-30d-3p,hsa-miR-31-5p,hsa-miR-31-3p,hsa-miR-34c-3p,hsa-miR-34c-5p,hsa-miR-652-5p,hsa-miR-652-3p
Minimum Score   - Very High


MicroRNAs input verification: (1)
Provided Gene Symbol	Suggestion	Updated Symbol at Database
hsa-miR-138	not in database for selected minimum score or unknow microRNA	

Note: Suggested mircoRNAs may NOT be found in database.


Results (2506) 
Gene Symbol	Uniprot	Pseudogene	MicroRNA	Integrated Score	Number of Sources	Score Class	Sources
CD47	Q08722		hsa-miR-31-3p	0.442838646827892	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|RNA22
ZNF367	Q7RTV3		hsa-miR-31-3p	0.442825596420836	6	Very High	Cupid|miRTar2GO|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
SLC25A24	Q6NUK1		hsa-miR-652-5p	0.44168781763357	11	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22
ULK2	Q8IYT8		hsa-miR-34c-3p	0.440595450694349	9	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021|RNA22
USP9X	Q93008		hsa-miR-31-3p	0.43829222577905	7	Very High	Cupid|MBStar|PACCMIT|miRTar2GO|MirAncesTar|MiRNATIP|mirzag
LEMD3	Q9Y2U8		hsa-miR-34c-3p	0.437827805185517	7	Very High	Cupid|MBStar|PACCMIT|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
KIF2A	O00139		hsa-miR-34c-3p	0.435997023110486	8	Very High	Cupid|MBStar|MirTar2|MirAncesTar|mirbase|miRDB_v6|MiRNATIP|mirzag
GOLM2	Q6P4E1		hsa-miR-31-3p	0.435128046685377	9	Very High	Cupid|MBStar|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirbase|MiRNATIP|mirzag|PITA_May_2021
GOLPH3	Q9H4A6		hsa-miR-126-3p	0.433243491806646	9	Very High	Cupid|MBStar|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirCoX|mirbase|MiRNATIP|mirzag
RALGPS2	Q86X27		hsa-miR-652-5p	0.432908188738654	10	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021
TMEM33	P57088		hsa-miR-34c-3p	0.426573113810514	8	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
E2F3	O00716		hsa-miR-31-3p	0.426488708452666	7	Very High	Cupid|bitargeting_May_2021|miRTar2GO|MirAncesTar|MiRNATIP|mirzag|RNA22
FKBP1A	P62942		hsa-miR-34c-3p	0.425429689627254	8	Very High	Cupid|MBStar|PACCMIT|bitargeting_May_2021|MirAncesTar|mirbase|MiRNATIP|mirzag
TASP1	Q9H6P5		hsa-miR-31-3p	0.424817918804154	8	Very High	Cupid|PACCMIT|MirAncesTar|mirbase|miRDB_v6|MiRNATIP|mirzag|RNA22
HSD3B7	Q9H2F3		hsa-miR-652-3p	0.423599840458508	3	Very High	MirAncesTar|mirzag|TargetScan_v7_2
SLC2A13	Q96QE2		hsa-miR-34c-3p	0.422562370498865	7	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
PLEKHB2	Q96CS7		hsa-miR-31-3p	0.422334120041504	7	Very High	MBStar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|MiRNATIP
POLR2K	P53803		hsa-miR-31-3p	0.421775078903724	8	Very High	MBStar|MirTar2|miRTar2GO|MirAncesTar|mirbase|miRDB_v6|MiRNATIP|mirzag
FOXN2	P32314		hsa-miR-31-3p	0.420993682728221	7	Very High	Cupid|MBStar|PACCMIT|miRTar2GO|MirAncesTar|MiRNATIP|mirzag
LAMP5	Q9UJQ1		hsa-miR-34c-3p	0.419366472133441	7	Very High	Cupid|MBStar|MirTar2|MirAncesTar|mirbase|miRDB_v6|mirzag
TACC2	O95359		hsa-miR-31-3p	0.418718631443057	6	Very High	Cupid|miRTar2GO|miRDB_v6|MiRNATIP|mirzag|RNA22
RORA	P35398		hsa-miR-31-3p	0.418648427775592	8	Very High	Cupid|MBStar|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirbase|MiRNATIP|mirzag
CHMP4B	Q9H444		hsa-miR-31-3p	0.418345580339083	6	Very High	PACCMIT|miRTar2GO|MirAncesTar|mirbase|miRDB_v6|MiRNATIP
TBL1XR1	Q9BZK7		hsa-miR-31-3p	0.418317450453622	7	Very High	Cupid|MBStar|bitargeting_May_2021|miRTar2GO|MirAncesTar|MiRNATIP|RNA22
GPM6B	Q13491		hsa-miR-652-5p	0.418316761060365	7	Very High	MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
DCC	P43146		hsa-miR-34c-3p	0.418269020390228	7	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
CAPZA1	P52907		hsa-miR-34c-3p	0.417987104770167	7	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
PPP2CA	P67775		hsa-miR-31-3p	0.416987894181037	7	Very High	Cupid|MBStar|miRTar2GO|MirAncesTar|mirbase|MiRNATIP|mirzag
EPB41L4B	Q9H329		hsa-miR-31-3p	0.416828526243878	7	Very High	MBStar|MirTar2|miRTar2GO|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
SPRED1	Q7Z699		hsa-miR-126-3p	0.415318541711563	6	Very High	Cupid|miRTar2GO|mirCoX|miRDB_v6|MiRNATIP|mirzag
SLC26A7	Q8TE54		hsa-miR-31-3p	0.414278990374732	9	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|mirbase|miRDB_v6|MiRNATIP|mirzag|RNA22
ARID4A	P29374		hsa-miR-31-3p	0.412528935919563	8	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|MiRNATIP|mirzag|RNA22
SETD7	Q8WTS6		hsa-miR-652-3p	0.409874543016057	7	Very High	Cupid|MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|MiRNATIP
ARID5B	Q14865		hsa-miR-31-3p	0.409769884529431	7	Very High	Cupid|MBStar|miRTar2GO|MirAncesTar|MiRNATIP|mirzag|RNA22
OSTM1	Q86WC4		hsa-miR-31-3p	0.409613974716277	8	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
NR3C1	P04150		hsa-miR-652-3p	0.409525006660604	7	Very High	Cupid|MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|PITA_May_2021
FRS2	Q8WU20		hsa-miR-652-3p	0.408624360967127	6	Very High	Cupid|MBStar|MultiMiTar|miRTar2GO|MirAncesTar|RNA22
LYST	Q99698		hsa-miR-34c-3p	0.407634955755772	6	Very High	MBStar|MirTar2|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
TLCD4	Q96MV1		hsa-miR-652-5p	0.406224568885595	9	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
SYNCRIP	O60506		hsa-miR-34c-3p	0.40439778401896	6	Very High	Cupid|MBStar|MirTar2|MirAncesTar|MiRNATIP|mirzag
FAM210B	Q96KR6		hsa-miR-652-5p	0.404162953266353	6	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
GPR137C	Q8N3F9		hsa-miR-31-3p	0.403661779218143	7	Very High	Cupid|MBStar|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|RNA22
SEC31A	O94979		hsa-miR-31-3p	0.40333958473467	8	Very High	MBStar|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirbase|miRDB_v6|MiRNATIP|mirzag
ITPKB	P27987		hsa-miR-652-5p	0.402971972736779	9	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021|RNA22
PHF12	Q96QT6		hsa-miR-34c-3p	0.402801589927462	6	Very High	Cupid|MirTar2|PACCMIT|MirAncesTar|MiRNATIP|mirzag
IPMK	Q8NFU5		hsa-miR-652-5p	0.402651398539521	8	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021
TOP1	P11387		hsa-miR-652-5p	0.402164782155577	9	Very High	MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag
ELAVL2	Q12926		hsa-miR-34c-3p	0.401395098545589	6	Very High	Cupid|MBStar|PACCMIT|MirAncesTar|MiRNATIP|mirzag
CD164	Q04900		hsa-miR-652-3p	0.400767884413551	6	Very High	Cupid|MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar
PSMA5	P28066		hsa-miR-34c-3p	0.399725889885728	6	Very High	MBStar|MirTar2|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
CADM1	Q9BY67		hsa-miR-31-3p	0.399423487097886	5	Very High	Cupid|MBStar|miRTar2GO|MirAncesTar|MiRNATIP
GPCPD1	Q9NPB8		hsa-miR-31-3p	0.398989733904846	7	Very High	MBStar|MirTar2|miRTar2GO|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
PROX1	Q92786		hsa-miR-652-5p	0.398801622424564	10	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021
PKP4	Q99569		hsa-miR-652-3p	0.398295188106151	8	Very High	MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|MiRNATIP|mirzag|RNA22
ZFAND5	O76080		hsa-miR-652-3p	0.397952839260313	8	Very High	MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
CREB5	Q02930		hsa-miR-31-3p	0.396967543452102	7	Very High	MBStar|MirTar2|miRTar2GO|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
THRB	P10828		hsa-miR-34c-3p	0.396690665955548	6	Very High	Cupid|MBStar|PACCMIT|MirAncesTar|miRDB_v6|mirzag
GPATCH8	Q9UKJ3		hsa-miR-34c-3p	0.395465005535326	7	Very High	MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
PRKCA	P17252		hsa-miR-652-5p	0.394936758596697	10	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22
STRN3	Q13033		hsa-miR-34c-3p	0.394869829088803	7	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
PCDH17	O14917		hsa-miR-34c-3p	0.394658560428367	7	Very High	Cupid|MBStar|PACCMIT|MirAncesTar|mirmap_May_2021|mirzag|RNA22
CYP1B1	Q16678		hsa-miR-31-3p	0.394065365712548	8	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021
NUFIP2	Q7Z417		hsa-miR-34c-3p	0.392926760045309	7	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miRDB_v6|MiRNATIP|RNA22
MIER3	Q7Z3K6		hsa-miR-34c-3p	0.392877288519121	6	Very High	Cupid|MBStar|MirTar2|MirAncesTar|MiRNATIP|mirzag
DPP8	Q6V1X1		hsa-miR-34c-3p	0.392873012480084	7	Very High	Cupid|MBStar|PACCMIT|MirAncesTar|MiRNATIP|mirzag|RNA22
ONECUT2	O95948		hsa-miR-652-3p	0.392830172520564	9	Very High	MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|MiRNATIP|mirzag|PITA_May_2021|RNA22
TDP1	Q9NUW8		hsa-miR-31-3p	0.390595295611697	8	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|mirbase|miRDB_v6|MiRNATIP|mirzag
FNDC3B	Q53EP0		hsa-miR-31-3p	0.390489293415784	5	Very High	Cupid|MBStar|miRTar2GO|miRDB_v6|mirzag
PCTP	Q9UKL6		hsa-miR-31-3p	0.390462980340508	7	Very High	MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|MiRNATIP
NPTN	Q9Y639		hsa-miR-34c-3p	0.390437605727422	7	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
PTPRK	Q15262		hsa-miR-34c-3p	0.389581034258074	8	Very High	Cupid|MBStar|MirAncesTar|mirbase|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag
AEBP2	Q6ZN18		hsa-miR-34c-3p	0.389538316959137	6	Very High	Cupid|MBStar|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
ZNF236	Q9UL36		hsa-miR-31-3p	0.385923746263489	9	Very High	MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|RNA22
VPS13A	Q96RL7		hsa-miR-31-3p	0.385576316439426	7	Very High	MBStar|MirTar2|miRTar2GO|MirAncesTar|mirbase|MiRNATIP|mirzag
UBE2G1	P62253		hsa-miR-31-3p	0.385471377110067	7	Very High	Cupid|miRTar2GO|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|RNA22
KIAA0232	Q92628		hsa-miR-31-3p	0.384461651734374	8	Very High	MBStar|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|RNA22
TCF12	Q99081		hsa-miR-652-5p	0.383335400056378	8	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
KCNB1	Q14721		hsa-miR-652-3p	0.38304290223317	4	Very High	bitargeting_May_2021|MirAncesTar|RNA22|TargetScan_v7_2
C18orf25	Q96B23		hsa-miR-34c-3p	0.382441343259086	7	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|MiRNATIP|mirzag
C15orf48	Q9C002		hsa-miR-652-5p	0.381826135744989	6	Very High	MBStar|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
WDR7	Q9Y4E6		hsa-miR-31-3p	0.381488148040045	8	Very High	MBStar|miRTar2GO|MirAncesTar|mirbase|MiRNATIP|mirzag|PITA_May_2021|RNA22
CBL	P22681		hsa-miR-31-3p	0.381318678590875	8	Very High	MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|MiRNATIP|mirzag|RNA22
CYRIB	Q9NUQ9		hsa-miR-34c-3p	0.381302502047107	6	Very High	Cupid|MirTar2|MirAncesTar|mirbase|MiRNATIP|mirzag
FCHO2	Q0JRZ9		hsa-miR-34c-3p	0.381101695768106	7	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
PRKAA2	P54646		hsa-miR-31-3p	0.380455332987451	7	Very High	MBStar|PACCMIT|miRTar2GO|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
EIF4E3	Q8N5X7		hsa-miR-34c-3p	0.379989067884734	6	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miRDB_v6|mirzag
ATAD2B	Q9ULI0		hsa-miR-31-3p	0.378719133186621	7	Very High	Cupid|MBStar|bitargeting_May_2021|miRTar2GO|MirAncesTar|MiRNATIP|mirzag
KCTD10	Q9H3F6		hsa-miR-652-3p	0.377794966554396	8	Very High	MBStar|MirTar2|miRTar2GO|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|RNA22
PRKAR2B	P31323		hsa-miR-34c-3p	0.377714260368259	7	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
ERLIN2	O94905		hsa-miR-652-5p	0.377310675856547	8	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PITA_May_2021
MTREX	P42285		hsa-miR-34c-3p	0.376917909945621	8	Very High	Cupid|bitargeting_May_2021|MirAncesTar|mirbase|miRDB_v6|MiRNATIP|mirzag|RNA22
DPYSL3	Q14195		hsa-miR-31-3p	0.376908805373486	6	Very High	MBStar|MirTar2|miRTar2GO|MirAncesTar|MiRNATIP|mirzag
GPM6B	Q13491		hsa-miR-34c-3p	0.376349939304822	5	Very High	Cupid|PACCMIT|MirAncesTar|MiRNATIP|mirzag
SCAI	Q8N9R8		hsa-miR-34c-3p	0.375528056148359	7	Very High	MBStar|MirTar2|MirAncesTar|miRDB_v6|mirzag|PITA_May_2021|RNA22
SETD5	Q9C0A6		hsa-miR-652-5p	0.375298032040509	10	Very High	MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22
KANSL1	Q7Z3B3		hsa-miR-34c-3p	0.375253609721824	7	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
NAB1	Q13506		hsa-miR-31-3p	0.375129906620957	6	Very High	Cupid|MBStar|miRTar2GO|MirAncesTar|mirzag|RNA22
ERBIN	Q96RT1		hsa-miR-31-3p	0.374742566831931	7	Very High	Cupid|MBStar|miRTar2GO|MirAncesTar|MiRNATIP|mirzag|RNA22
KLF6	Q99612		hsa-miR-31-3p	0.374704749248054	8	Very High	Cupid|MBStar|bitargeting_May_2021|MirAncesTar|mirbase|miRDB_v6|MiRNATIP|mirzag
SLC38A1	Q9H2H9		hsa-miR-31-3p	0.373381411779761	6	Very High	Cupid|MBStar|miRTar2GO|MirAncesTar|MiRNATIP|mirzag
PLCB1	Q9NQ66		hsa-miR-31-3p	0.373218429453642	7	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
BCL11A	Q9H165		hsa-miR-652-3p	0.372780105758003	9	Very High	MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirbase|MiRNATIP|mirzag|RNA22
ACBD3	Q9H3P7		hsa-miR-31-3p	0.372546268083386	5	Very High	Cupid|MBStar|miRTar2GO|MirAncesTar|mirzag
FOXO1	Q12778		hsa-miR-31-3p	0.372496932573479	8	Very High	MBStar|PACCMIT|miRTar2GO|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|RNA22
KLF9	Q13886		hsa-miR-652-3p	0.371823633428327	5	Very High	Cupid|MBStar|MultiMiTar|miRTar2GO|MirAncesTar
RSBN1	Q5VWQ0		hsa-miR-34c-3p	0.371371199580646	7	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
EGLN1	Q9GZT9		hsa-miR-652-5p	0.371066784202445	10	Very High	MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22
PATZ1	Q9HBE1		hsa-miR-652-5p	0.37047497614276	9	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021
PLAG1	Q6DJT9		hsa-miR-34c-3p	0.370189312415049	6	Very High	Cupid|MBStar|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
HOMER1	Q86YM7		hsa-miR-34c-3p	0.370000711309509	6	Very High	Cupid|MBStar|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
MARCKSL1	P49006		hsa-miR-34c-3p	0.36909122750134	6	Very High	Cupid|PACCMIT|MirAncesTar|mirbase|MiRNATIP|mirzag
ZBTB44	Q8NCP5		hsa-miR-652-5p	0.36875386652535	6	Very High	MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
RAP2A	P10114		hsa-miR-34c-3p	0.368595488091858	7	Very High	Cupid|MBStar|MirTar2|MirAncesTar|MiRNATIP|mirzag|RNA22
SPRED1	Q7Z699		hsa-miR-31-3p	0.36836491461989	7	Very High	Cupid|MBStar|miRTar2GO|MirAncesTar|MiRNATIP|mirzag|RNA22
RHOBTB1	O94844		hsa-miR-34c-3p	0.368189031404616	6	Very High	Cupid|MirTar2|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
ZDHHC17	Q8IUH5		hsa-miR-34c-3p	0.36811377887389	7	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
SNRK	Q9NRH2		hsa-miR-31-3p	0.366618433336157	6	Very High	Cupid|MBStar|MirAncesTar|MiRNATIP|mirzag|RNA22
FOXN3	O00409		hsa-miR-34c-3p	0.366302150513775	6	Very High	Cupid|MBStar|MirTar2|MirAncesTar|MiRNATIP|mirzag
CALD1	Q05682		hsa-miR-34c-3p	0.366112191589774	7	Very High	Cupid|MBStar|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021
GRM3	Q14832		hsa-miR-34c-3p	0.36543674725857	7	Very High	MirTar2|PACCMIT|MirAncesTar|mirbase|miRDB_v6|MiRNATIP|mirzag
PPP3CB	P16298		hsa-miR-126-3p	0.365134539033883	5	Very High	Cupid|miRTar2GO|mirCoX|MiRNATIP|mirzag
BSG	P35613		hsa-miR-652-3p	0.365060103094869	7	Very High	bitargeting_May_2021|miRTar2GO|MirAncesTar|mirbase|miRDB_v6|MiRNATIP|mirzag
CAMSAP1	Q5T5Y3		hsa-miR-126-3p	0.364954668603902	6	Very High	Cupid|MirAncesTar|mirCoX|miRDB_v6|MiRNATIP|mirzag
DGKB	Q9Y6T7		hsa-miR-34c-3p	0.364707400065807	5	Very High	Cupid|MBStar|PACCMIT|MirAncesTar|mirzag
CANX	P27824		hsa-miR-31-3p	0.364502663157717	7	Very High	Cupid|MBStar|bitargeting_May_2021|miRTar2GO|MirAncesTar|MiRNATIP|mirzag
CDC42BPA	Q5VT25		hsa-miR-652-5p	0.364163348335826	9	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22
YWHAH	Q04917		hsa-miR-652-3p	0.363432927335569	8	Very High	MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirbase|MiRNATIP|mirzag|PITA_May_2021
MTUS1	Q9ULD2		hsa-miR-34c-3p	0.363210108619237	6	Very High	MBStar|MirTar2|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
UNC79	Q9P2D8		hsa-miR-652-5p	0.363114510704436	8	Very High	MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
WASHC4	Q2M389		hsa-miR-31-3p	0.362704564592526	5	Very High	Cupid|MBStar|miRTar2GO|MirAncesTar|mirzag
CXorf38	Q8TB03		hsa-miR-31-3p	0.362430742701515	8	Very High	MBStar|MirTar2|miRTar2GO|MirAncesTar|mirbase|miRDB_v6|MiRNATIP|RNA22
AKTIP	Q9H8T0		hsa-miR-34c-3p	0.362353933270643	6	Very High	Cupid|MBStar|MirTar2|MirAncesTar|MiRNATIP|mirzag
FOXA1	P55317		hsa-miR-31-3p	0.361918469094854	6	Very High	Cupid|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirbase|MiRNATIP
RAB18	Q9NP72		hsa-miR-31-3p	0.36152428526593	6	Very High	Cupid|MBStar|miRTar2GO|MirAncesTar|MiRNATIP|mirzag
RNF19A	Q9NV58		hsa-miR-34c-3p	0.36122307277816	7	Very High	Cupid|MBStar|MirTar2|MirAncesTar|mirbase|MiRNATIP|mirzag
DNAJC16	Q9Y2G8		hsa-miR-34c-3p	0.360952715145139	8	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|mirbase|miRDB_v6|MiRNATIP|mirzag
ZNHIT6	Q9NWK9		hsa-miR-31-3p	0.360450006877844	8	Very High	MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|MiRNATIP|mirzag|RNA22
RBM47	A0AV96		hsa-miR-31-3p	0.36032950987138	7	Very High	MBStar|miRTar2GO|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|RNA22
RBM8A	Q9Y5S9		hsa-miR-31-3p	0.360208562817422	9	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|mirbase|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021
NTNG2	Q96CW9		hsa-miR-34c-3p	0.35931879735065	6	Very High	Cupid|MirTar2|MirAncesTar|mirbase|MiRNATIP|mirzag
CPEB2	Q7Z5Q1		hsa-miR-652-5p	0.359141567505158	7	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
TOX	O94900		hsa-miR-31-3p	0.358204819702006	5	Very High	PACCMIT|miRTar2GO|MirAncesTar|MiRNATIP|mirzag
UBE2H	P62256		hsa-miR-31-3p	0.358144299481355	7	Very High	MBStar|PACCMIT|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|RNA22
PHF6	Q8IWS0		hsa-miR-31-3p	0.357599329311933	6	Very High	Cupid|MBStar|miRTar2GO|MirAncesTar|MiRNATIP|mirzag
SERP1	Q9Y6X1		hsa-miR-31-3p	0.357420207838482	6	Very High	Cupid|MBStar|miRTar2GO|MirAncesTar|MiRNATIP|mirzag
FBXL3	Q9UKT7		hsa-miR-34c-3p	0.356335562145552	6	Very High	Cupid|MBStar|PACCMIT|MirAncesTar|MiRNATIP|mirzag
GLS	O94925		hsa-miR-34c-3p	0.356286108671773	6	Very High	Cupid|MBStar|MirAncesTar|mirmap_May_2021|MiRNATIP|mirzag
SH3BP2	P78314		hsa-miR-652-5p	0.355930226524718	9	Very High	MBStar|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021|RNA22
CUL5	Q93034		hsa-miR-31-3p	0.355900166486197	6	Very High	Cupid|MBStar|miRTar2GO|MiRNATIP|mirzag|RNA22
FAM120A	Q9NZB2		hsa-miR-34c-3p	0.355747316522292	6	Very High	Cupid|MirTar2|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
ADCYAP1	P18509		hsa-miR-34c-3p	0.354295283893241	6	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miRDB_v6|mirzag
STRN3	Q13033		hsa-miR-31-3p	0.354081015187135	4	Very High	Cupid|MBStar|miRTar2GO|mirzag
CNKSR3	Q6P9H4		hsa-miR-34c-3p	0.353740341121807	8	Very High	Cupid|MBStar|bitargeting_May_2021|MirAncesTar|mirmap_May_2021|MiRNATIP|mirzag|RNA22
REEP3	Q6NUK4		hsa-miR-31-3p	0.352980856169551	6	Very High	Cupid|MBStar|miRTar2GO|MirAncesTar|MiRNATIP|mirzag
CFL2	Q9Y281		hsa-miR-34c-3p	0.351610539205771	7	Very High	Cupid|MBStar|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|RNA22
ELOVL2	Q9NXB9		hsa-miR-34c-3p	0.351307065953768	7	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
